date,product_id,product_name,category,branch_id,branch_name,order_id,price,promotion_flag,festival_flag,holiday_flag,seasonal_index,total_sales,online_sales,offline_sales,returns_count,cpi,day_of_week,month,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2021-07-25,P004,Women_Jacket,Female,B001,Bangalore,956,43.99,0,0,1,0.906,53.73,35.73,18.0,4.78,153.82,6,7,40.82,51.7,32.91,39.50857142857143,40.934666666666665
2021-07-26,P004,Women_Jacket,Female,B001,Bangalore,957,45.35,0,0,0,0.902,30.12,20.03,10.09,3.16,153.82,0,7,53.73,39.81,46.5,38.12428571428571,40.38866666666667
2021-07-27,P004,Women_Jacket,Female,B001,Bangalore,958,45.31,0,0,0,0.898,30.8,20.48,10.32,2.54,153.82,1,7,30.12,31.27,53.86,38.057142857142864,39.62
2021-07-28,P004,Women_Jacket,Female,B001,Bangalore,959,43.8,0,0,0,0.894,34.31,22.81,11.49,3.91,153.82,2,7,30.8,36.42,41.01,37.75571428571429,39.39666666666666
2021-07-29,P004,Women_Jacket,Female,B001,Bangalore,960,42.79,0,0,0,0.89,32.26,21.46,10.81,3.78,153.82,3,7,34.31,37.34,41.63,37.029999999999994,39.08433333333333
2021-07-30,P004,Women_Jacket,Female,B001,Bangalore,961,42.87,0,0,0,0.886,31.69,21.07,10.62,2.55,153.82,4,7,32.26,37.17,38.55,36.247142857142855,38.85566666666667
2021-07-31,P004,Women_Jacket,Female,B001,Bangalore,962,44.39,0,0,0,0.882,36.2,24.07,12.13,2.94,153.82,5,7,31.69,40.82,40.11,35.58714285714286,38.72533333333333
2021-08-01,P004,Women_Jacket,Female,B001,Bangalore,963,46.39,0,0,1,0.878,42.57,28.31,14.26,4.34,154.45,6,8,36.2,53.73,31.84,33.99285714285715,39.083
2021-08-02,P004,Women_Jacket,Female,B001,Bangalore,964,43.9,0,0,0,0.875,30.83,20.5,10.33,3.28,154.45,0,8,42.57,30.12,44.52,34.09428571428571,38.62666666666667
2021-08-03,P004,Women_Jacket,Female,B001,Bangalore,965,45.52,0,0,0,0.871,33.07,21.99,11.08,3.39,154.45,1,8,30.83,30.8,61.17,34.41857142857143,37.690000000000005
2021-08-04,P004,Women_Jacket,Female,B001,Bangalore,966,44.68,0,0,0,0.867,29.83,19.84,9.99,2.49,154.45,2,8,33.07,34.31,36.29,33.77857142857143,37.474666666666664
2021-08-05,P004,Women_Jacket,Female,B001,Bangalore,967,45.62,0,0,0,0.864,26.82,17.84,8.99,3.13,154.45,3,8,29.83,32.26,32.52,33.00142857142857,37.284666666666666
2021-08-06,P004,Women_Jacket,Female,B001,Bangalore,968,44.43,0,0,0,0.86,28.64,19.05,9.59,3.11,154.45,4,8,26.82,31.69,42.34,32.565714285714286,36.827999999999996
2021-08-07,P004,Women_Jacket,Female,B001,Bangalore,969,43.02,0,0,0,0.857,36.58,24.33,12.25,3.95,154.45,5,8,28.64,36.2,31.64,32.62,36.992666666666665
2021-08-08,P004,Women_Jacket,Female,B001,Bangalore,970,44.81,0,0,1,0.853,46.82,31.13,15.68,5.01,154.45,6,8,36.58,42.57,35.15,33.22714285714285,37.38166666666667
2021-08-09,P004,Women_Jacket,Female,B001,Bangalore,971,44.81,0,0,0,0.85,32.83,21.84,11.0,3.02,154.45,0,8,46.82,30.83,34.52,33.51285714285714,37.32533333333333
2021-08-10,P004,Women_Jacket,Female,B001,Bangalore,972,43.66,0,0,0,0.846,33.6,22.35,11.26,3.54,154.45,1,8,32.83,33.07,55.07,33.58857142857143,36.60966666666666
2021-08-11,P004,Women_Jacket,Female,B001,Bangalore,973,44.72,0,0,0,0.843,30.67,20.4,10.27,3.35,154.45,2,8,33.6,29.83,31.85,33.70857142857143,36.57033333333334
2021-08-12,P004,Women_Jacket,Female,B001,Bangalore,974,43.56,0,0,0,0.839,34.94,23.24,11.7,3.57,154.45,3,8,30.67,26.82,48.77,34.86857142857143,36.10933333333333
2021-08-13,P004,Women_Jacket,Female,B001,Bangalore,975,44.34,0,0,0,0.836,28.43,18.91,9.53,2.38,154.45,4,8,34.94,28.64,38.66,34.83857142857143,35.76833333333333
2021-08-14,P004,Women_Jacket,Female,B001,Bangalore,976,44.93,0,0,0,0.833,32.13,21.37,10.76,3.09,154.45,5,8,28.43,36.58,34.34,34.20285714285715,35.69466666666666
2021-08-15,P004,Women_Jacket,Female,B001,Bangalore,977,45.32,1,0,1,0.83,58.81,39.11,19.7,4.98,154.45,6,8,32.13,46.82,35.73,35.91571428571429,36.464000000000006
2021-08-16,P004,Women_Jacket,Female,B001,Bangalore,978,44.0,0,0,0,0.827,26.82,17.83,8.98,2.16,154.45,0,8,58.81,32.83,43.71,35.05714285714286,35.901
2021-08-17,P004,Women_Jacket,Female,B001,Bangalore,979,44.8,0,0,0,0.824,34.29,22.81,11.49,4.06,154.45,1,8,26.82,33.6,51.7,35.15571428571429,35.32066666666667
2021-08-18,P004,Women_Jacket,Female,B001,Bangalore,980,47.15,0,0,0,0.821,32.45,21.58,10.87,2.71,154.45,2,8,34.29,30.67,39.81,35.410000000000004,35.07533333333333
2021-08-19,P004,Women_Jacket,Female,B001,Bangalore,981,45.46,1,0,0,0.818,28.7,19.09,9.62,2.99,154.45,3,8,32.45,34.94,31.27,34.51857142857143,34.98966666666667
2021-08-20,P004,Women_Jacket,Female,B001,Bangalore,982,44.15,0,0,0,0.815,26.15,17.39,8.76,2.19,154.45,4,8,28.7,28.43,36.42,34.19285714285714,34.647333333333336
2021-08-21,P004,Women_Jacket,Female,B001,Bangalore,983,44.42,0,0,0,0.812,31.77,21.13,10.64,2.77,154.45,5,8,26.15,32.13,37.34,34.14142857142857,34.461666666666666
2021-08-22,P004,Women_Jacket,Female,B001,Bangalore,984,44.92,0,0,1,0.809,43.77,29.11,14.66,4.43,154.45,6,8,31.77,58.81,37.17,31.99285714285714,34.681666666666665
2021-08-23,P004,Women_Jacket,Female,B001,Bangalore,985,44.98,0,0,0,0.806,33.89,22.54,11.35,3.15,154.45,0,8,43.77,26.82,40.82,33.002857142857145,34.45066666666666
2021-08-24,P004,Women_Jacket,Female,B001,Bangalore,986,43.22,0,0,0,0.804,27.51,18.29,9.21,2.94,154.45,1,8,33.89,34.29,53.73,32.034285714285716,33.57666666666667
2021-08-25,P004,Women_Jacket,Female,B001,Bangalore,987,45.69,0,0,0,0.801,26.41,17.57,8.85,2.25,154.45,2,8,27.51,32.45,30.12,31.17142857142857,33.453
2021-08-26,P004,Women_Jacket,Female,B001,Bangalore,988,44.97,0,0,0,0.798,27.03,17.98,9.06,2.79,154.45,3,8,26.41,28.7,30.8,30.93285714285714,33.327333333333335
2021-08-27,P004,Women_Jacket,Female,B001,Bangalore,989,45.63,0,0,0,0.796,32.93,21.9,11.03,3.63,154.45,4,8,27.03,26.15,34.31,31.90142857142857,33.28133333333333
2021-08-28,P004,Women_Jacket,Female,B001,Bangalore,990,45.65,0,0,0,0.793,33.13,22.03,11.1,3.62,154.45,5,8,32.93,31.77,32.26,32.09571428571429,33.31033333333333
2021-08-29,P004,Women_Jacket,Female,B001,Bangalore,991,45.08,0,0,1,0.791,37.86,25.18,12.68,3.07,154.45,6,8,33.13,43.77,31.69,31.251428571428573,33.516
2021-08-30,P004,Women_Jacket,Female,B001,Bangalore,992,43.12,0,0,0,0.789,28.05,18.65,9.4,2.94,154.45,0,8,37.86,33.89,36.2,30.417142857142856,33.24433333333334
2021-08-31,P004,Women_Jacket,Female,B001,Bangalore,993,45.05,0,0,0,0.786,28.26,18.79,9.47,2.4,154.45,1,8,28.05,27.51,42.57,30.524285714285718,32.76733333333333
2021-09-01,P004,Women_Jacket,Female,B001,Bangalore,994,44.1,0,0,0,0.784,36.65,24.38,12.28,3.73,155.09,2,9,28.26,26.41,30.83,31.98714285714286,32.961333333333336
2021-09-02,P004,Women_Jacket,Female,B001,Bangalore,995,43.87,0,0,0,0.782,29.69,19.74,9.95,3.02,155.09,3,9,36.65,27.03,33.07,32.36714285714286,32.84866666666667
2021-09-03,P004,Women_Jacket,Female,B001,Bangalore,996,43.54,1,0,0,0.78,37.14,24.7,12.44,4.19,155.09,4,9,29.69,32.93,29.83,32.96857142857143,33.092333333333336
2021-09-04,P004,Women_Jacket,Female,B001,Bangalore,997,44.15,0,0,0,0.778,32.43,21.57,10.86,3.49,155.09,5,9,37.14,33.13,26.82,32.86857142857143,33.279333333333334
2021-09-05,P004,Women_Jacket,Female,B001,Bangalore,998,43.71,0,0,1,0.776,38.54,25.63,12.91,4.03,155.09,6,9,32.43,37.86,28.64,32.965714285714284,33.60933333333333
2021-09-06,P004,Women_Jacket,Female,B001,Bangalore,999,45.19,0,0,0,0.774,33.4,22.21,11.19,3.16,155.09,0,9,38.54,28.05,36.58,33.730000000000004,33.50333333333333
2021-09-07,P004,Women_Jacket,Female,B001,Bangalore,1000,46.61,0,0,0,0.772,27.26,18.13,9.13,2.39,155.09,1,9,33.4,28.26,46.82,33.58714285714286,32.851333333333336
2021-01-31,P001,Men_Tshirt,Male,B002,Mumbai,1031,45.07,0,1,1,1.148,120.35,83.32,37.03,3.86,150.0,6,1,102.71,136.51,106.84,89.27,89.97866666666665
2021-02-01,P001,Men_Tshirt,Male,B002,Mumbai,1032,44.68,0,0,0,1.153,75.6,52.34,23.26,2.36,150.64,0,2,120.35,83.3,91.39,88.17,89.45233333333334
2021-02-02,P001,Men_Tshirt,Male,B002,Mumbai,1033,45.33,0,0,0,1.157,67.75,46.9,20.84,2.38,150.64,1,2,75.6,78.73,107.13,86.60142857142857,88.13966666666667
2021-02-03,P001,Men_Tshirt,Male,B002,Mumbai,1034,46.4,0,0,0,1.161,64.61,44.73,19.88,2.58,150.64,2,2,67.75,74.43,88.54,85.19857142857143,87.342
2021-02-04,P001,Men_Tshirt,Male,B002,Mumbai,1035,44.73,0,0,0,1.166,76.63,53.05,23.58,2.78,150.64,3,2,64.61,88.9,95.43,83.44571428571429,86.71533333333333
2021-02-05,P001,Men_Tshirt,Male,B002,Mumbai,1036,46.07,0,0,0,1.17,84.04,58.18,25.86,3.55,150.64,4,2,76.63,76.47,66.15,84.52714285714285,87.31166666666667
2021-02-06,P001,Men_Tshirt,Male,B002,Mumbai,1037,44.84,0,0,0,1.174,75.81,52.48,23.33,2.77,150.64,5,2,84.04,102.71,66.67,80.6842857142857,87.61633333333333
2021-02-07,P001,Men_Tshirt,Male,B002,Mumbai,1038,45.26,0,0,1,1.178,106.04,73.41,32.63,4.86,150.64,6,2,75.81,120.35,74.17,78.64,88.67866666666666
2021-02-08,P001,Men_Tshirt,Male,B002,Mumbai,1039,43.78,0,0,0,1.183,67.48,46.72,20.76,2.83,150.64,0,2,106.04,75.6,103.65,77.48,87.473
2021-02-09,P001,Men_Tshirt,Male,B002,Mumbai,1040,45.76,1,0,0,1.187,85.21,58.99,26.22,3.97,150.64,1,2,67.48,67.75,107.52,79.9742857142857,86.72933333333332
2021-02-10,P001,Men_Tshirt,Male,B002,Mumbai,1041,44.89,1,0,0,1.191,96.97,67.13,29.84,4.41,150.64,2,2,85.21,64.61,95.76,84.59714285714286,86.76966666666667
2021-02-11,P001,Men_Tshirt,Male,B002,Mumbai,1042,47.14,0,0,0,1.195,81.46,56.39,25.06,2.47,150.64,3,2,96.97,76.63,76.85,85.28714285714285,86.92333333333335
2021-02-12,P001,Men_Tshirt,Male,B002,Mumbai,1043,44.13,0,0,0,1.198,86.51,59.89,26.62,3.27,150.64,4,2,81.46,84.04,73.81,85.64,87.34666666666666
2021-02-13,P001,Men_Tshirt,Male,B002,Mumbai,1044,46.34,0,0,0,1.202,82.97,57.44,25.53,2.98,150.64,5,2,86.51,75.81,82.02,86.66285714285713,87.37833333333334
2021-02-14,P001,Men_Tshirt,Male,B002,Mumbai,1045,44.52,0,0,1,1.206,103.1,71.38,31.72,4.24,150.64,6,2,82.97,106.04,81.73,86.24285714285715,88.09066666666668
2021-02-15,P001,Men_Tshirt,Male,B002,Mumbai,1046,46.77,0,0,0,1.21,85.45,59.16,26.29,3.94,150.64,0,2,103.1,67.48,98.48,88.80999999999999,87.65633333333334
2021-02-16,P001,Men_Tshirt,Male,B002,Mumbai,1047,45.69,0,0,0,1.213,78.47,54.32,24.14,2.38,150.64,1,2,85.45,85.21,118.47,87.84714285714287,86.32300000000001
2021-02-17,P001,Men_Tshirt,Male,B002,Mumbai,1048,46.24,0,0,0,1.217,71.7,49.64,22.06,2.34,150.64,2,2,78.47,96.97,84.5,84.23714285714287,85.89633333333333
2021-02-18,P001,Men_Tshirt,Male,B002,Mumbai,1049,46.61,0,0,0,1.221,67.4,46.66,20.74,2.1,150.64,3,2,71.7,81.46,78.8,82.22857142857143,85.51633333333334
2021-02-19,P001,Men_Tshirt,Male,B002,Mumbai,1050,44.38,0,0,0,1.224,75.58,52.32,23.26,2.81,150.64,4,2,67.4,86.51,89.85,80.66714285714285,85.04066666666667
2021-02-20,P001,Men_Tshirt,Male,B002,Mumbai,1051,45.75,0,0,0,1.227,106.13,73.48,32.66,5.16,150.64,5,2,75.58,82.97,86.81,83.97571428571428,85.68466666666667
2021-02-21,P001,Men_Tshirt,Male,B002,Mumbai,1052,46.06,0,0,1,1.231,129.14,89.41,39.74,4.09,150.64,6,2,106.13,103.1,87.94,87.69571428571429,87.05799999999999
2021-02-22,P001,Men_Tshirt,Male,B002,Mumbai,1053,44.35,0,0,0,1.234,67.1,46.45,20.64,3.2,150.64,0,2,129.14,85.45,82.29,85.07428571428571,86.55166666666666
2021-02-23,P001,Men_Tshirt,Male,B002,Mumbai,1054,45.47,0,0,0,1.237,78.15,54.11,24.05,2.86,150.64,1,2,67.1,78.47,136.51,85.02857142857144,84.60633333333334
2021-02-24,P001,Men_Tshirt,Male,B002,Mumbai,1055,46.07,0,0,0,1.24,79.12,54.78,24.34,3.37,150.64,2,2,78.15,71.7,83.3,86.08857142857143,84.467
2021-02-25,P001,Men_Tshirt,Male,B002,Mumbai,1056,46.89,1,0,0,1.243,88.09,60.98,27.1,2.9,150.64,3,2,79.12,67.4,78.73,89.04428571428572,84.779
2021-02-26,P001,Men_Tshirt,Male,B002,Mumbai,1057,44.7,0,0,0,1.246,74.92,51.87,23.05,3.2,150.64,4,2,88.09,75.58,74.43,88.95,84.79533333333333
2021-02-27,P001,Men_Tshirt,Male,B002,Mumbai,1058,45.67,0,0,0,1.249,97.32,67.37,29.94,4.5,150.64,5,2,74.92,106.13,88.9,87.69142857142857,85.076
2021-02-28,P001,Men_Tshirt,Male,B002,Mumbai,1059,46.11,0,0,1,1.252,122.85,85.05,37.8,4.48,150.64,6,2,97.32,129.14,76.47,86.79285714285713,86.62200000000001
2021-03-01,P001,Men_Tshirt,Male,B002,Mumbai,1060,46.0,0,0,0,1.255,76.12,52.7,23.42,3.28,151.27,0,3,122.85,67.1,102.71,88.08142857142856,85.73566666666667
2021-03-02,P001,Men_Tshirt,Male,B002,Mumbai,1061,45.68,0,0,0,1.258,79.19,54.82,24.37,3.62,151.27,1,3,76.12,78.15,120.35,88.23,84.36366666666667
2021-03-03,P001,Men_Tshirt,Male,B002,Mumbai,1062,46.05,0,0,0,1.26,78.73,54.5,24.22,3.64,151.27,2,3,79.19,79.12,75.6,88.17428571428572,84.468
2021-03-04,P001,Men_Tshirt,Male,B002,Mumbai,1063,44.93,0,0,0,1.263,82.52,57.13,25.39,3.28,151.27,3,3,78.73,88.09,67.75,87.37857142857142,84.96033333333334
2021-03-05,P001,Men_Tshirt,Male,B002,Mumbai,1064,45.7,0,0,0,1.265,87.55,60.61,26.94,4.15,151.27,4,3,82.52,74.92,64.61,89.18285714285715,85.725
2021-03-06,P001,Men_Tshirt,Male,B002,Mumbai,1065,46.43,0,0,0,1.268,84.74,58.67,26.07,4.09,151.27,5,3,87.55,97.32,76.63,87.38571428571427,85.99533333333333
2021-03-07,P001,Men_Tshirt,Male,B002,Mumbai,1066,45.49,0,0,1,1.27,114.0,78.92,35.08,4.95,151.27,6,3,84.74,122.85,84.04,86.12142857142858,86.994
2021-03-08,P001,Men_Tshirt,Male,B002,Mumbai,1067,44.91,0,0,0,1.272,75.51,52.27,23.23,2.73,151.27,0,3,114.0,76.12,75.81,86.03428571428572,86.984
2021-03-09,P001,Men_Tshirt,Male,B002,Mumbai,1068,45.51,0,0,0,1.274,81.67,56.54,25.13,2.59,151.27,1,3,75.51,79.19,106.04,86.38857142857144,86.17166666666667
2021-03-10,P001,Men_Tshirt,Male,B002,Mumbai,1069,46.31,1,0,0,1.276,87.55,60.61,26.94,4.28,151.27,2,3,81.67,78.73,67.48,87.64857142857143,86.84066666666668
2021-03-11,P001,Men_Tshirt,Male,B002,Mumbai,1070,46.26,0,0,0,1.278,78.83,54.57,24.25,3.6,151.27,3,3,87.55,82.52,85.21,87.12142857142858,86.628
2021-03-12,P001,Men_Tshirt,Male,B002,Mumbai,1071,45.79,0,0,0,1.28,75.92,52.56,23.36,3.26,151.27,4,3,78.83,87.55,96.97,85.46000000000001,85.92633333333333
2021-03-13,P001,Men_Tshirt,Male,B002,Mumbai,1072,46.84,0,0,0,1.282,105.74,73.21,32.54,3.82,151.27,5,3,75.92,84.74,81.46,88.46,86.73566666666666
2021-03-14,P001,Men_Tshirt,Male,B002,Mumbai,1073,45.59,0,0,1,1.284,119.23,82.54,36.69,4.04,151.27,6,3,105.74,114.0,86.51,89.20714285714287,87.82633333333334
2021-03-15,P001,Men_Tshirt,Male,B002,Mumbai,1074,46.52,0,0,0,1.285,86.95,60.19,26.75,3.71,151.27,0,3,119.23,75.51,82.97,90.84142857142857,87.959
2021-03-16,P001,Men_Tshirt,Male,B002,Mumbai,1075,43.94,0,0,0,1.287,94.67,65.54,29.13,3.42,151.27,1,3,86.95,81.67,103.1,92.69857142857143,87.67799999999998
2021-03-17,P001,Men_Tshirt,Male,B002,Mumbai,1076,45.52,0,0,0,1.288,94.71,65.57,29.14,4.7,151.27,2,3,94.67,87.55,85.45,93.72142857142856,87.98666666666666
2021-03-18,P001,Men_Tshirt,Male,B002,Mumbai,1077,43.44,0,0,0,1.29,76.45,52.92,23.52,3.37,151.27,3,3,94.71,78.83,78.47,93.38142857142857,87.91933333333333
2021-03-19,P001,Men_Tshirt,Male,B002,Mumbai,1078,45.24,0,0,0,1.291,76.39,52.89,23.51,3.23,151.27,4,3,76.45,75.92,71.7,93.44857142857143,88.07566666666666
2021-03-20,P001,Men_Tshirt,Male,B002,Mumbai,1079,44.53,0,0,0,1.292,82.87,57.37,25.5,2.6,151.27,5,3,76.39,105.74,67.4,90.18142857142857,88.59133333333332
2021-03-21,P001,Men_Tshirt,Male,B002,Mumbai,1080,45.28,0,0,1,1.293,131.87,91.29,40.57,4.57,151.27,6,3,82.87,119.23,75.58,91.98714285714286,90.46766666666666
2021-03-22,P001,Men_Tshirt,Male,B002,Mumbai,1081,46.95,0,0,0,1.294,91.09,63.06,28.03,4.31,151.27,0,3,131.87,86.95,106.13,92.57857142857144,89.96633333333332
2021-03-23,P001,Men_Tshirt,Male,B002,Mumbai,1082,45.74,0,0,0,1.295,82.41,57.05,25.36,2.56,151.27,1,3,91.09,94.67,129.14,90.82714285714285,88.40866666666668
2021-03-24,P001,Men_Tshirt,Male,B002,Mumbai,1083,44.1,0,0,0,1.296,84.77,58.69,26.08,2.83,151.27,2,3,82.41,94.71,67.1,89.40714285714286,88.99766666666667
2021-03-25,P001,Men_Tshirt,Male,B002,Mumbai,1084,44.48,0,0,0,1.297,82.07,56.82,25.25,2.52,151.27,3,3,84.77,76.45,78.15,90.21000000000001,89.12833333333333
2021-03-26,P001,Men_Tshirt,Male,B002,Mumbai,1085,44.73,0,0,0,1.298,81.46,56.4,25.07,2.55,151.27,4,3,82.07,76.39,79.12,90.9342857142857,89.20633333333333
2021-03-27,P001,Men_Tshirt,Male,B002,Mumbai,1086,43.42,0,0,0,1.298,87.66,60.69,26.97,3.42,151.27,5,3,81.46,82.87,88.09,91.61857142857141,89.192
2021-03-28,P001,Men_Tshirt,Male,B002,Mumbai,1087,46.62,0,0,1,1.299,122.46,84.78,37.68,4.82,151.27,6,3,87.66,131.87,74.92,90.27428571428571,90.77666666666666
2021-03-29,P001,Men_Tshirt,Male,B002,Mumbai,1088,45.31,0,0,0,1.299,93.74,64.9,28.84,4.49,151.27,0,3,122.46,91.09,97.32,90.65285714285713,90.65733333333334
2021-03-30,P001,Men_Tshirt,Male,B002,Mumbai,1089,46.43,0,0,0,1.3,87.01,60.24,26.77,2.85,151.27,1,3,93.74,82.41,122.85,91.30999999999999,89.46266666666665
2021-03-31,P001,Men_Tshirt,Male,B002,Mumbai,1090,46.12,0,0,0,1.3,85.12,58.93,26.19,3.82,151.27,2,3,87.01,84.77,76.12,91.36,89.76266666666668
2021-04-01,P001,Men_Tshirt,Male,B002,Mumbai,1091,45.2,1,0,0,1.3,108.58,75.17,33.41,3.82,151.91,3,4,85.12,82.07,79.19,95.14714285714285,90.74233333333333
2021-04-02,P001,Men_Tshirt,Male,B002,Mumbai,1092,48.04,0,0,0,1.3,76.69,53.1,23.6,3.62,151.91,4,4,108.58,81.46,78.73,94.46571428571428,90.67433333333334
2021-04-03,P001,Men_Tshirt,Male,B002,Mumbai,1093,44.76,0,0,0,1.3,94.54,65.45,29.09,3.81,151.91,5,4,76.69,87.66,82.52,95.44857142857143,91.075
2021-04-04,P001,Men_Tshirt,Male,B002,Mumbai,1094,45.11,0,0,1,1.3,131.36,90.94,40.42,5.92,151.91,6,4,94.54,122.46,87.55,96.72,92.53533333333333
2021-04-05,P001,Men_Tshirt,Male,B002,Mumbai,1095,45.96,0,0,0,1.3,88.27,61.11,27.16,3.92,151.91,0,4,131.36,93.74,84.74,95.93857142857144,92.65299999999999
2021-04-06,P001,Men_Tshirt,Male,B002,Mumbai,1096,44.72,0,0,0,1.299,89.64,62.06,27.58,3.24,151.91,1,4,88.27,87.01,114.0,96.31428571428572,91.841
2021-04-07,P001,Men_Tshirt,Male,B002,Mumbai,1097,45.58,0,0,0,1.299,82.57,57.17,25.41,3.71,151.91,2,4,89.64,85.12,75.51,95.95,92.07633333333334
2021-04-08,P001,Men_Tshirt,Male,B002,Mumbai,1098,46.33,0,0,0,1.299,75.12,52.01,23.11,3.38,151.91,3,4,82.57,108.58,81.67,91.16999999999999,91.858
2021-04-09,P001,Men_Tshirt,Male,B002,Mumbai,1099,44.88,0,0,0,1.298,89.55,62.0,27.55,3.18,151.91,4,4,75.12,76.69,87.55,93.00714285714287,91.92466666666665
2021-04-10,P001,Men_Tshirt,Male,B002,Mumbai,1100,45.82,0,0,0,1.297,86.59,59.95,26.64,3.38,151.91,5,4,89.55,94.54,78.83,91.87142857142855,92.18333333333334
2021-04-11,P001,Men_Tshirt,Male,B002,Mumbai,1101,46.64,0,0,1,1.297,131.55,91.07,40.48,6.09,151.91,6,4,86.59,131.36,75.92,91.89857142857143,94.03766666666667
2021-04-12,P001,Men_Tshirt,Male,B002,Mumbai,1102,46.02,0,0,0,1.296,85.65,59.3,26.35,3.72,151.91,0,4,131.55,88.27,105.74,91.52428571428572,93.368
2021-04-13,P001,Men_Tshirt,Male,B002,Mumbai,1103,45.17,0,0,0,1.295,83.32,57.68,25.64,2.56,151.91,1,4,85.65,89.64,119.23,90.62142857142858,92.171
2021-04-14,P001,Men_Tshirt,Male,B002,Mumbai,1104,46.54,0,0,0,1.294,78.09,54.06,24.03,3.22,151.91,2,4,83.32,82.57,86.95,89.98142857142857,91.87566666666666
2021-04-15,P001,Men_Tshirt,Male,B002,Mumbai,1105,44.98,0,0,0,1.293,90.41,62.59,27.82,4.32,151.91,3,4,78.09,75.12,94.67,92.16571428571429,91.73366666666668
2021-04-16,P001,Men_Tshirt,Male,B002,Mumbai,1106,45.36,0,0,0,1.292,91.28,63.2,28.09,3.23,151.91,4,4,90.41,89.55,94.71,92.41285714285716,91.61933333333333
2021-04-17,P001,Men_Tshirt,Male,B002,Mumbai,1107,45.73,0,0,0,1.29,103.2,71.44,31.75,3.77,151.91,5,4,91.28,86.59,76.45,94.78571428571429,92.511
2021-04-18,P001,Men_Tshirt,Male,B002,Mumbai,1108,45.77,0,0,1,1.289,104.2,72.14,32.06,4.02,151.91,6,4,103.2,131.55,76.39,90.87857142857145,93.438
2021-04-19,P001,Men_Tshirt,Male,B002,Mumbai,1109,43.8,0,0,0,1.288,75.12,52.01,23.11,3.72,151.91,0,4,104.2,85.65,82.87,89.37428571428572,93.17966666666668
2021-04-20,P001,Men_Tshirt,Male,B002,Mumbai,1110,46.35,0,0,0,1.286,87.5,60.57,26.92,3.56,151.91,1,4,75.12,83.32,131.87,89.97142857142858,91.70066666666668
2021-04-21,P001,Men_Tshirt,Male,B002,Mumbai,1111,46.51,0,0,0,1.285,78.59,54.41,24.18,3.47,151.91,2,4,87.5,78.09,91.09,90.04285714285713,91.284
2021-04-22,P001,Men_Tshirt,Male,B002,Mumbai,1112,46.04,0,0,0,1.283,89.71,62.11,27.6,4.33,151.91,3,4,78.59,90.41,82.41,89.94285714285715,91.52733333333332
2021-04-23,P001,Men_Tshirt,Male,B002,Mumbai,1113,46.53,0,0,0,1.281,74.04,51.26,22.78,2.7,151.91,4,4,89.71,91.28,84.77,87.47999999999999,91.16966666666666
2021-04-24,P001,Men_Tshirt,Male,B002,Mumbai,1114,45.47,0,0,0,1.279,107.55,74.46,33.09,3.53,151.91,5,4,74.04,103.2,82.07,88.10142857142857,92.019
2021-04-25,P001,Men_Tshirt,Male,B002,Mumbai,1115,43.09,0,0,1,1.277,109.75,75.98,33.77,3.76,151.91,6,4,107.55,104.2,81.46,88.89428571428572,92.962
2021-04-26,P001,Men_Tshirt,Male,B002,Mumbai,1116,45.63,0,0,0,1.275,78.96,54.66,24.29,3.64,151.91,0,4,109.75,75.12,87.66,89.44285714285714,92.67200000000001
2021-04-27,P001,Men_Tshirt,Male,B002,Mumbai,1117,45.85,0,0,0,1.273,82.05,56.81,25.25,3.29,151.91,1,4,78.96,87.5,122.46,88.66428571428571,91.325
2021-04-28,P001,Men_Tshirt,Male,B002,Mumbai,1118,47.07,0,0,0,1.271,78.72,54.5,24.22,3.29,151.91,2,4,82.05,78.59,93.74,88.68285714285715,90.82433333333333
2021-04-29,P001,Men_Tshirt,Male,B002,Mumbai,1119,46.19,1,0,0,1.269,88.48,61.26,27.23,3.45,151.91,3,4,78.72,89.71,87.01,88.50714285714285,90.87333333333335
2021-04-30,P001,Men_Tshirt,Male,B002,Mumbai,1120,46.55,0,0,0,1.266,85.06,58.89,26.17,3.25,151.91,4,4,88.48,74.04,85.12,90.08142857142857,90.87133333333333
2021-05-01,P001,Men_Tshirt,Male,B002,Mumbai,1121,45.93,0,0,0,1.264,83.45,57.78,25.68,3.17,152.55,5,5,85.06,107.55,108.58,86.63857142857144,90.03366666666666
2021-05-02,P001,Men_Tshirt,Male,B002,Mumbai,1122,46.23,0,0,1,1.262,110.14,76.25,33.89,3.71,152.55,6,5,83.45,109.75,76.69,86.69428571428571,91.14866666666667
2021-05-03,P001,Men_Tshirt,Male,B002,Mumbai,1123,46.59,0,0,0,1.259,87.87,60.83,27.04,4.13,152.55,0,5,110.14,78.96,94.54,87.96714285714287,90.92633333333333
2021-05-04,P001,Men_Tshirt,Male,B002,Mumbai,1124,45.03,1,0,0,1.256,99.9,69.16,30.74,4.0,152.55,1,5,87.87,82.05,131.36,90.51714285714286,89.87766666666668
2021-05-05,P001,Men_Tshirt,Male,B002,Mumbai,1125,46.8,0,0,0,1.254,80.51,55.74,24.77,3.41,152.55,2,5,99.9,78.72,88.27,90.77285714285713,89.619
2021-05-06,P001,Men_Tshirt,Male,B002,Mumbai,1126,43.46,1,0,0,1.251,73.67,51.0,22.67,3.34,152.55,3,5,80.51,88.48,89.64,88.65714285714287,89.08666666666666
